1|1|1
2|5|1
3|9|1
4|13|1
5|17|1
6|21|1
7|25|1
8|29|1
9|33|1
10|37|1
11|41|1
12|45|1
13|49|1
14|53|1
15|57|1
16|61|1
17|65|1
18|69|1
19|73|1
21|78|1
22|83|6
23|87|6
24|91|6
25|95|6
26|99|6
27|103|6
28|107|6
29|111|6
30|115|6
31|119|6
32|123|6
33|127|6
34|131|6
35|135|6
36|139|6
37|143|6
38|147|6
39|151|6
40|155|6
41|159|6
